state,state_ansi,county,county_ansi,fips5,ag_district,ag_district_code,year,produced_soy,acres_planted,acres_harvested,production_bu,yield_bu_ac,yield_kg_ha,production_tonnes,area_harvested_ha,pcp04,pcp05,pcp06,pcp07,pcp08,pcp09,tmp04,tmp05,tmp06,tmp07,tmp08,tmp09,pcp_win,pcp_prevND,tmin04,tmin05,tmin09,tmin10,tmax07,tmax08,tmax_jja,pdsi06,pdsi07,pdsi08,pdsi_jja,zndx07,zndx08,zndx_jja,pdsi_may,pcp_grow,pcp_critical,pcp_summer,tmp_grow,tmp_critical,tmp_summer,tmax_critical,tmax_summer,tmp_range_crit,pcp_grow_cv,tmp_grow_sd,pdsi_critical,zndx_critical,drought_flag,severe_drought,hot_month_count,dry_month_count,heat_x_dry,pcp_grow_anom,pcp_grow_z,pcp_critical_anom,pcp_critical_z,pcp08_anom,pcp08_z,tmp_grow_anom,tmp_grow_z,tmp_critical_anom,tmp_critical_z,tmax_critical_anom,tmax_critical_z,tmax08_anom,tmax08_z,pdsi08_anom,pdsi08_z,zndx08_anom,zndx08_z,climate_normal_pcp,climate_normal_tmax,trend_slope,yield_trend,yield_anom,log_yield,n_years_county,in_balanced_panel,is_focal
ILLINOIS,17,ADAMS,001,17001,WEST,30,1990,1.0,122600,120400,4021300,33.5,2252.907331958172,109441.69015,48724.1512968,2.22,7.83,7.28,4.51,2.6,2.28,51.2,58.7,72.7,75.7,74.5,69.5,9.39,1.35,40.2,49.0,58.3,40.9,85.6,84.6,84.3,2.37,2.38,2.07,2.27,0.75,-0.18,1.13,1.6,26.72000000000001,7.109999999999999,14.39,67.05,75.1,74.3,85.1,84.3,35.5,0.5728568777021604,9.891359866064928,2.225,0.285,0,0,0,0,15.317999999999998,2.220000000000006,0.3484619489274783,-0.8793478260869572,-0.2748986812008095,-1.018478260869565,-0.4722152499935833,-0.9442028985507278,-0.6718662747543287,-0.4771739130434866,-0.2210262407353795,-0.8304347826086911,-0.3021095234353013,-0.4891304347826093,-0.1574830316975207,1.5493478260869564,0.6030506610881411,-0.3091304347826087,-0.1429756701935785,7.989347826086957,85.93043478260869,0.6011752914819951,36.09631945455931,-2.596319454559307,3.5115454388310208,43,1,0
ILLINOIS,17,ADAMS,001,17001,WEST,30,1991,1.0,113000,112000,4088000,36.5,2454.6602273574117,111256.964,45324.791904,4.35,12.35,1.19,3.86,2.06,3.21,56.8,68.4,76.0,76.8,74.6,66.7,5.1,6.89,46.1,59.1,55.7,44.4,87.3,85.5,86.4,-0.98,-1.05,-1.59,-1.21,-0.52,-1.96,-1.8,3.05,27.02,5.92,7.109999999999999,69.88333333333334,75.69999999999999,75.8,86.4,86.4,36.35000000000001,0.8917122745895938,7.62900168217747,-1.32,-1.24,0,0,0,1,169.344,2.52,0.3955514014852446,-2.0693478260869567,-0.6469123723981469,-1.558478260869565,-0.722585085849306,1.889130434782615,1.3442481798039407,0.1228260869565076,0.0568928592325616,0.4695652173913203,0.1708263273875069,0.4108695652173963,0.1322857466259188,-2.1106521739130435,-0.821526430265857,-2.0891304347826085,-0.9662420468075172,7.989347826086957,85.93043478260869,0.6011752914819951,36.69749474604123,-0.19749474604122952,3.597312260588446,43,1,0
ILLINOIS,17,ADAMS,001,17001,WEST,30,1992,1.0,120000,118800,4573800,38.5,2589.1621576235707,124478.2539,48076.6542696,3.91,0.69,0.98,8.53,1.1,3.98,51.5,61.9,69.9,74.0,68.6,64.7,4.06,5.2,40.8,50.3,53.4,42.7,83.0,79.4,81.27,-2.06,1.08,0.47,-0.17,3.24,-1.51,-0.36,-1.26,19.19,9.63,10.61,65.1,71.3,70.83333333333333,81.2,81.27,33.150000000000006,0.9396533774900562,7.87222967144633,0.775,0.8650000000000001,0,0,0,1,122.612,-5.310000000000002,-0.8334833102724801,1.6406521739130424,0.5128950178053169,-2.518478260869565,-1.1676870162594797,-2.8942028985507307,-2.059427399362076,-4.277173913043484,-1.981180540532356,-4.7304347826086826,-1.720917075903711,-5.689130434782598,-1.831702639788491,-0.0506521739130434,-0.0197152804873771,-1.6391304347826088,-0.758112906652308,7.989347826086957,85.93043478260869,0.6011752914819951,37.29867003752315,1.2013299624768479,3.6506582412937387,43,1,0
ILLINOIS,17,ADAMS,001,17001,WEST,30,1993,1.0,127000,105000,4200000,40.0,2690.0386053231905,114305.1,42491.99241,4.77,3.04,6.79,8.58,5.07,9.74,49.8,63.4,71.3,76.1,76.0,61.5,6.9,11.15,40.4,53.3,52.5,41.8,84.4,85.5,83.73,2.73,3.76,4.16,3.55,3.92,2.36,2.92,2.12,37.99,13.65,20.44,66.35000000000001,76.05,74.46666666666665,84.95,83.73,37.8,0.3979711651731654,10.186412518644628,3.96,3.14,0,0,0,0,-200.482,13.490000000000002,2.117455716680933,5.660652173913044,1.769613537648424,1.4515217391304351,0.6729949251242597,-1.6442028985507164,-1.1699651399981268,0.4728260869565162,0.2190123342138662,-0.9804347826086826,-0.3566790446840833,0.4108695652173963,0.1322857466259188,3.639347826086957,1.416538672271162,2.2308695652173918,1.0317976986824913,7.989347826086957,85.93043478260869,0.6011752914819951,37.899845329005075,2.1001546709949253,3.6888794541139363,43,1,0
ILLINOIS,17,ADAMS,001,17001,WEST,30,1994,1.0,114000,113100,5202600,46.0,3093.544396121669,141591.36029999997,45769.9461102,7.05,3.21,4.44,2.17,3.18,1.68,53.1,61.5,74.4,74.3,72.3,65.8,3.67,3.72,41.6,50.0,54.6,46.9,84.6,83.9,84.3,2.78,2.13,1.82,2.24,-1.08,-0.27,-0.42,3.06,21.73,5.35,9.79,66.9,73.3,73.66666666666667,84.25,84.3,33.5,0.5334841102077315,8.496822935662482,1.975,-0.675,0,0,0,1,22.7475,-2.770000000000003,-0.4347926119500511,-2.639347826086957,-0.8251038043161993,-0.438478260869565,-0.2032995003707699,-1.0942028985507193,-0.7786017458779954,-2.277173913043484,-1.0547835406392096,-1.6804347826086854,-0.6113368105117482,-1.189130434782598,-0.382858748171302,1.2993478260869566,0.5057434827169665,-0.3991304347826087,-0.1846014982246203,7.989347826086957,85.93043478260869,0.6011752914819951,38.501020620487225,7.498979379512775,3.828641396489095,43,1,0
ILLINOIS,17,ADAMS,001,17001,WEST,30,1995,1.0,128000,127400,4841200,38.0,2555.536675057031,131755.67859999998,51556.9507908,4.81,10.88,2.66,2.97,8.63,2.72,49.8,59.2,71.6,76.8,78.9,62.3,5.02,6.63,38.9,50.2,51.7,43.8,87.4,88.5,85.77,2.38,1.85,3.09,2.44,-0.83,4.27,0.76,3.08,32.67,11.6,14.260000000000002,66.43333333333332,77.85,75.76666666666667,87.95,85.77,40.2,0.6435475024872253,11.275223575019108,2.47,1.7199999999999998,0,0,1,0,-375.5465,8.170000000000002,1.282402757989861,3.610652173913045,1.1287496158378847,5.011521739130435,2.323581250395321,-1.560869565217402,-1.1106676560405442,2.2728260869565133,1.0527696341176964,2.019565217391317,0.7347113802916186,3.4108695652173964,1.0981816743707116,2.5693478260869567,1.0000639488425342,4.140869565217391,1.915190271341268,7.989347826086957,85.93043478260869,0.6011752914819951,39.10219591196915,-1.1021959119691473,3.6375861597263857,43,1,0
ILLINOIS,17,ADAMS,001,17001,WEST,30,1996,1.0,126000,125800,5032000,40.0,2690.0386053231905,136948.396,50909.4537636,2.13,9.92,3.21,2.64,3.14,2.74,49.2,62.1,71.7,73.4,73.6,63.7,4.82,2.29,37.4,52.7,52.7,43.8,83.8,83.9,82.97,-0.22,-0.44,-0.52,-0.39,-0.72,-0.38,-0.59,2.23,23.78,5.78,8.99,65.61666666666666,73.5,72.9,83.85,82.97,35.599999999999994,0.7428129685055813,9.453764682213464,-0.48,-0.55,0,0,0,0,31.863,-0.7199999999999989,-0.1130146861386411,-2.2093478260869563,-0.6906786890095983,-0.478478260869565,-0.2218454141378605,-2.377536231884065,-1.691782998824982,-2.077173913043481,-0.9621438406498938,-2.080434782608691,-0.7568555338418438,-1.189130434782598,-0.382858748171302,-1.0406521739130434,-0.4050517068372291,-0.5091304347826087,-0.2354775102625603,7.989347826086957,85.93043478260869,0.6011752914819951,39.70337120345107,0.29662879654893004,3.6888794541139363,43,1,0
ILLINOIS,17,ADAMS,001,17001,WEST,30,1997,1.0,133000,132500,5962500,45.0,3026.293430988589,162272.41875,53620.847565,3.37,3.93,1.98,1.83,4.08,1.5,48.0,58.0,71.4,76.2,72.4,67.4,8.98,2.57,37.6,47.0,56.0,44.4,86.9,82.6,83.5,-0.58,-1.11,-0.93,-0.87,-1.78,0.19,-1.11,0.23,16.69,5.91,7.890000000000001,65.56666666666666,74.30000000000001,73.33333333333334,84.75,83.5,34.55,0.4111951950505638,10.611251889700233,-1.02,-0.795,0,0,0,1,-16.1025,-7.809999999999999,-1.2258954149205397,-2.0793478260869565,-0.6500385378703933,0.4615217391304349,0.2139835593887679,-2.427536231884062,-1.7273614891995377,-1.2771739130434696,-0.5915850406926301,-1.1804347826086854,-0.4294384063491311,-2.4891304347826093,-0.8014136501940492,-1.4506521739130434,-0.5646354793659556,0.0608695652173913,0.0281527339340379,7.989347826086957,85.93043478260869,0.6011752914819951,40.30454649493322,4.69545350506678,3.8066624897703196,43,1,0
ILLINOIS,17,ADAMS,001,17001,WEST,30,1998,1.0,135000,134800,5526800,41.0,2757.28957045627,150414.62540000002,54551.6245416,4.91,5.04,8.96,2.59,1.53,4.53,52.6,67.5,71.7,76.4,76.1,71.6,10.46,3.97,43.3,57.9,61.2,46.3,85.4,86.3,84.27,3.01,2.43,1.54,2.33,-0.81,-1.92,0.56,1.73,27.56,4.12,13.08,69.31666666666668,76.25,74.73333333333333,85.85,84.27,32.099999999999994,0.5573374001611884,8.829816910144096,1.985,-1.365,0,0,0,1,164.832,3.0600000000000023,0.480312416089226,-3.869347826086957,-1.209622157402523,-2.0884782608695653,-0.9683184432632562,1.322463768115952,0.941025288892291,0.672826086956519,0.3116520342031821,-0.080434782608691,-0.0292619171913758,1.2108695652173935,0.3898579940245293,1.0193478260869566,0.3967594429412507,-2.0491304347826085,-0.9477416787937208,7.989347826086957,85.93043478260869,0.6011752914819951,40.90572178641514,0.09427821358485744,3.713572066704308,43,1,0
ILLINOIS,17,ADAMS,001,17001,WEST,30,1999,1.0,127000,126400,4424000,35.0,2353.7837796577915,120401.372,51152.265148800005,5.6,3.34,3.7,2.06,1.77,2.8,54.9,63.9,72.2,79.6,73.2,65.1,6.79,6.1,45.3,53.8,51.5,42.4,90.2,84.8,85.63,-0.37,-0.9,-1.51,-0.93,-1.71,-2.09,-1.38,-0.29,19.270000000000003,3.83,7.529999999999999,68.14999999999999,76.4,75.0,87.5,85.63,40.55,0.4299379524987011,8.671043766467795,-1.205,-1.9,0,0,1,2,182.875,-5.229999999999997,-0.8209261229237413,-4.1593478260869565,-1.3002809560976725,-1.848478260869565,-0.8570429606607127,0.1557971014492665,0.1108605134859339,0.8228260869565247,0.3811318091951707,1.5695652173913146,0.5710028165452623,-0.2891304347826064,-0.0930899698478669,-2.0306521739130434,-0.790388133187081,-2.2191304347826084,-1.0263682428523553,7.989347826086957,85.93043478260869,0.6011752914819951,41.506897077897065,-6.506897077897065,3.5553480614894135,43,1,0
ILLINOIS,17,ADAMS,001,17001,WEST,30,2000,1.0,126000,125700,5907900,47.0,3160.7953612547485,160786.45244999998,50868.9851994,1.44,3.33,7.19,3.86,4.18,2.66,52.8,65.6,70.1,74.4,76.2,67.8,5.87,3.36,41.0,54.6,55.7,47.4,83.5,86.1,83.0,0.95,0.97,1.24,1.05,0.34,1.12,1.44,-3.89,22.66,8.04,15.23,67.81666666666666,75.30000000000001,73.56666666666666,84.8,83.0,33.25,0.5124360500405217,8.357611301482422,1.105,0.7300000000000001,0,0,0,0,-94.976,-1.84,-0.2888153090209722,0.0506521739130425,0.015834707718118,0.5615217391304346,0.2603483438064942,-0.1775362318840621,-0.1263294223444465,-0.2771739130434696,-0.128386540746057,-1.1304347826086882,-0.4112485659328705,1.010869565217391,0.3254649321748756,0.7193478260869566,0.2799908288958411,0.9908695652173914,0.4582862902548038,7.989347826086957,85.93043478260869,0.6011752914819951,42.108072369379215,4.891927630620785,3.8501476017100584,43,1,0
ILLINOIS,17,ADAMS,001,17001,WEST,30,2001,1.0,130000,129100,5680400,44.0,2959.0424658555094,154594.9262,52244.916382200005,3.18,5.78,4.83,2.2,4.69,3.27,58.3,64.7,70.4,77.4,75.0,65.1,8.51,2.99,46.1,54.6,54.2,43.5,87.3,85.9,84.4,1.38,0.83,1.11,1.11,-1.2,1.1,0.27,1.2,23.950000000000003,6.890000000000001,11.72,68.48333333333333,76.2,74.26666666666667,86.6,84.4,37.74999999999999,0.3319445385298497,7.142945237551994,0.97,-0.0499999999999999,0,0,0,1,-95.26,-0.5499999999999972,-0.0863306630225727,-1.099347826086956,-0.3436743215902329,1.0715217391304352,0.4968087443368993,0.4891304347826093,0.3480504493163245,0.6228260869565219,0.2884921092058548,0.6695652173913089,0.2435856890525496,0.810869565217402,0.2610718703252264,0.5893478260869567,0.2293910961428302,0.9708695652173914,0.4490361062479056,7.989347826086957,85.93043478260869,0.6011752914819951,42.70924766086114,1.2907523391388622,3.784189633918261,43,1,0
ILLINOIS,17,ADAMS,001,17001,WEST,30,2002,1.0,128000,127700,6129600,48.0,3228.046326387828,166820.12879999998,51678.3564834,5.62,9.02,4.27,4.05,4.74,0.96,53.8,59.4,74.3,78.5,75.0,69.3,5.38,3.31,42.9,49.0,56.7,41.9,88.9,85.0,86.17,1.95,1.77,2.01,1.91,0.07,1.28,0.44,2.18,28.660000000000004,8.79,13.06,68.38333333333334,76.75,75.93333333333334,86.95,86.17,37.650000000000006,0.5464834055416301,9.750367514441017,1.89,0.675,0,0,1,0,-111.296,4.160000000000004,0.6529737421343726,0.8006521739130426,0.250297118136608,1.121521739130435,0.5199911365457625,0.389130434782615,0.2768934685672135,1.172826086956519,0.5432512841764687,1.0195652173913174,0.3709145719663846,-0.0891304347826036,-0.0286969079982132,1.4893478260869564,0.5796969382790592,1.1508695652173913,0.5322877623099892,7.989347826086957,85.93043478260869,0.6011752914819951,43.31042295234306,4.68957704765694,3.871201010907891,43,1,0
ILLINOIS,17,ADAMS,001,17001,WEST,30,2003,1.0,123000,122700,5398800,44.0,2959.0424658555094,146931.04140000002,49654.9282734,3.77,3.37,4.04,5.0,2.94,6.42,54.0,61.8,68.8,75.5,76.2,63.4,4.31,2.03,43.1,51.1,51.8,43.5,85.9,86.9,84.0,0.12,0.49,0.42,0.34,1.13,-0.04,0.48,-1.59,25.54,7.939999999999999,11.98,66.61666666666666,75.85,73.5,86.4,84.0,38.75000000000001,0.29783032965947,8.581938397976687,0.4549999999999999,0.5449999999999999,0,0,0,0,3.4560000000000004,1.0399999999999991,0.1632434355335928,-0.049347826086957,-0.0154269470043472,-0.6784782608695652,-0.3145749829733135,-1.377536231884065,-0.9802131913338304,0.2728260869565133,0.1263726342245502,0.4695652173913203,0.1708263273875069,1.810869565217402,0.5830371795734907,-0.1006521739130434,-0.039176716161612,-0.1691304347826087,-0.0782243821452911,7.989347826086957,85.93043478260869,0.6011752914819951,43.91159824382521,0.08840175617478963,3.784189633918261,43,1,0
ILLINOIS,17,ADAMS,001,17001,WEST,30,2004,1.0,125000,124600,6105400,49.0,3295.2972915209084,166161.51369999998,50423.830993200005,2.0,5.06,3.11,3.33,9.21,1.17,54.7,66.0,69.6,73.1,68.7,67.8,4.46,6.49,43.3,55.4,55.3,45.6,82.6,79.4,80.4,-0.82,-0.77,2.08,0.16,-0.11,6.25,1.87,-0.71,23.880000000000003,12.54,15.65,66.64999999999999,70.9,70.46666666666665,81.0,80.4,30.55,0.7239948767784719,6.309595866614593,0.655,3.07,0,0,0,0,-506.25,-0.6199999999999974,-0.0973182019527185,4.550652173913044,1.4226091702290586,5.591521739130435,2.592497000018134,-1.3442028985507335,-0.9564941977507934,-4.677173913043475,-2.166459940510981,-4.930434782608685,-1.7936764375687586,-5.689130434782598,-1.831702639788491,1.5593478260869569,0.6069429482229882,6.120869565217391,2.830958488024189,7.989347826086957,85.93043478260869,0.6011752914819951,44.51277353530713,4.487226464692867,3.8918202981106265,43,1,0
